0.0 1.0996462801879581e-07 -1.9754276659379972e-07 2.901197255304137e-07 -3.7564080879821813e-07 4.5701074928229766e-07 -5.188670827708789e-07 5.236366386717097e-07
0.01001001001001001 2.2058048621204352e-07 -3.962264654955271e-07 5.81876921255081e-07 -7.533602041825682e-07 9.165081009992796e-07 -1.0405171333243817e-06 1.0500501624239258e-06
0.02002002002002002 3.324938989154939e-07 -5.971828785455961e-07 8.768951844357269e-07 -1.1352183473103185e-06 1.3809557790246785e-06 -1.5677067115701916e-06 1.581990469221697e-06
0.03003003003003003 4.4634998395668604e-07 -8.015409491251697e-07 1.1767930807331271e-06 -1.5232679644922641e-06 1.8528075444176064e-06 -2.1031802068459136e-06 2.1221945064786236e-06
0.04004004004004004 5.627962431638527e-07 -1.0104328998494812e-06 1.4831927020695774e-06 -1.9195649731629388e-06 2.3345196703125508e-06 -2.6496835775155727e-06 2.6733998077062873e-06
0.050050050050050046 6.824860650360674e-07 -1.2250001909590416e-06 1.7977279890891106e-06 -2.3261788019845783e-06 2.828563044016344e-06 -3.2099776670061378e-06 3.238357601669022e-06
0.06006006006006006 8.060821592241745e-07 -1.4463993521191166e-06 2.1220528630238387e-06 -2.7452024597463297e-06 3.337434959543231e-06 -3.7868511650667025e-06 3.819845561161715e-06
0.07007007007007007 9.342599412755132e-07 -1.6758077182618877e-06 2.457849208825413e-06 -3.1787624040119118e-06 3.863670659421486e-06 -4.3831332781514845e-06 4.420680253686815e-06
0.08008008008008008 1.0677108850229954e-06 -1.9144290982349184e-06 2.8068347487509195e-06 -3.6290282571008264e-06 4.4098546806000016e-06 -5.001706168371009e-06 5.043729351881248e-06
0.09009009009009009 1.2071458590392844e-06 -2.1634994033347815e-06 3.1707708431761676e-06 -4.098222413927829e-06 4.978632055633446e-06 -5.645517216384755e-06 5.691923657494553e-06
0.10010010010010009 1.353298462719064e-06 -2.424292261288118e-06 3.5514702532216056e-06 -4.5886295834425364e-06 5.572719416994538e-06 -6.317591159884644e-06 6.368268989008454e-06
0.11011011011011011 1.506928376787149e-06 -2.6981246398779346e-06 3.950804897794888e-06 -5.102606302878456e-06 6.19491604932038e-06 -7.021042155907692e-06 7.075857979581784e-06
